id_arete;parent;lstpoints;highway;nom;surface
23585325;23585325;[255402679, 388382241];living_street;Rue Adolphe Thiers;concrete:plates
23585340;23585340;[388382241, 6256038960, 8254499980, 388189690];pedestrian;Place Jacques Portes;concrete:plates
24778994;24778994;[255402735, 1828784585];pedestrian;Rue de la Monnaie;sett
32392579;32392579;[364416834, 7284645447, 5940751186];primary;Avenue Henri Grenet;asphalt
33881143;33881143;[388189690, 7055043849];pedestrian;Rue Albert 1er;asphalt
33881168;33881168;[388382253, 1796035923, 388189779];residential;Rue du Temple;
33881170;33881170;[388189796, 3585243484, 3585243489, 388189795];residential;Rue André Bouillar;
33881271;33881271;[1694774183, 254936749, 5641481558, 254936750, 254936751];primary;Avenue Henri Grenet;asphalt
33881281;33881281;[4867744975, 254935709, 570750540];residential;Quai de Lesseps;asphalt
33892685;33892685;[254920704, 8231858772, 388487692];residential;Pont Marengo;asphalt
33892687;33892687;[1806155778, 388324411, 1797205800, 254920454];tertiary;Pont du Génie;asphalt
33892689;33892689;[254522028, 4271454597, 254522029, 5484528653, 1797205740, 5494546538, 4271454615, 254522030, 5494546537, 1797205746, 5494546536, 1797205757, 5494546535, 254522031, 1797205778, 1797205789, 255403540, 1829830236, 388496641, 1829830238, 254522035];primary;Avenue de l'Aquitaine;asphalt
33898646;33898646;[269247897, 4868366910, 7531505242];residential;Rue des Gouverneurs;asphalt
33898655;33898655;[269247914, 6256038969, 5480563762, 3563718669, 269247916];living_street;Place du Château-Vieux;asphalt
33898658;33898658;[388189793, 712884540];residential;Rue de Gramont;
33898660;33898660;[388382253, 5602458346, 12589767721, 388382255];living_street;Rue du Temple;
33898661;33898661;[388382259, 4109357226, 12589755983];pedestrian;Rue Édouard Ducéré;paving_stones
33898663;33898663;[388314411, 4109357225, 388314412];pedestrian;Rue des Carmes;paving_stones
33898665;33898665;[388382272, 388382269, 3513549750, 388382274];pedestrian;Ruelle Port-Neuf;paving_stones
33898667;33898667;[388382280, 863337494, 388382282];pedestrian;Ruelle Gardin;asphalt
33898671;33898671;[388382297, 388382294];pedestrian;Rue Gosse;
33898682;33898682;[388382398, 388382401, 388382407, 388382341];residential;Rue Douer;paving_stones
33898686;33898686;[388382450, 388382422];pedestrian;Rue Gosse;asphalt
33898689;33898689;[255400676, 4868369148];tertiary;Avenue de Pampelune;asphalt
33898691;33898691;[388382478, 9887512373];footway;Ruelle des Basques;
33898698;33898698;[388382460, 5484526628];steps;Passage de la Pusterle;sett
33907992;33907992;[5484528547, 388487694];pedestrian;Pont Pannecau;asphalt
33908589;33908589;[840829607, 5484526646, 388324410];tertiary;Pont du Génie;asphalt
33908591;33908591;[254522037, 476292635];primary;Avenue de l'Aquitaine;asphalt
34571117;34571117;[401332551, 1890041694, 255403497];secondary;Rue Gustave Eiffel;asphalt
34571118;34571118;[255403497, 476292636];secondary;Rue Gustave Eiffel;asphalt
34571120;34571120;[401332570, 476370678, 5484528658, 5484526670, 476370675, 1890041728, 6406843624, 5484528657, 255402866];secondary;Avenue Duvergier de Hauranne;asphalt
39676219;39676219;[711707605, 5484526694, 255402862];secondary;Avenue Duvergier de Hauranne;asphalt
39726139;39726139;[476283454, 5464276933, 5464276934, 476283459];residential;Boulevard Jean Jaurès;asphalt
39726140;39726140;[476283453, 3874411849, 2858095583, 476283460, 6753623792, 6753623791, 6753623789, 3415985384, 6753623790, 254933412];residential;Rue René Cuzacq;
39726141;39726141;[476283459, 5464276935, 476283455];residential;Boulevard Jean Jaurès;asphalt
39726159;39726159;[476283456, 5464276931, 5464276932, 5464276936, 5464276937, 476283483, 11257819636];residential;Impasse Rigaud;asphalt
39726161;39726161;[476283486, 3758984769, 3758984767, 3758984768, 7695922592, 476283484];residential;Avenue des Prés;asphalt
39726164;39726164;[1829836630, 8758462053];residential;Rue des Lavandières;asphalt
39726967;39726967;[476292634, 5484528683, 255403498];secondary;Rue Gustave Eiffel;asphalt
39726969;39726969;[388496637, 5484528681, 1829828188, 5484528674, 5484528680, 476292634];secondary;Rue Gustave Eiffel;asphalt
39726970;39726970;[254522038, 6406843630, 254522040, 3730550161, 254522041, 6406843636, 6406843635, 254522042, 6406843634, 3730550158, 6406843633, 3730550159, 254522043, 6406843632, 6406843631, 254522044];primary;Avenue de l'Aquitaine;asphalt
39726971;39726971;[476292635, 254522038];primary;Avenue de l'Aquitaine;
39726973;39726973;[493187537, 1829828166, 476292637, 1829828195, 476292636];secondary_link;Avenue de l'Aquitaine;asphalt
39726975;39726975;[255402932, 476292638];secondary;Avenue Duvergier de Hauranne;
39726976;39726976;[476292638, 1428798261];secondary;Avenue Duvergier de Hauranne;asphalt
39729513;39729513;[255402862, 9573469344, 1690923979, 1690923976, 5484528529, 3730559972, 3730559971, 254951178];residential;Avenue Commandant William Boissel;asphalt
39729517;39729517;[254951185, 8995565843, 3737650714, 269248034];residential;Rue Jacques Laffitte;asphalt
39741882;39741882;[4865716982, 1830939774, 5641481527, 5641481528, 254935711, 5641481529, 6943063121, 254935712, 6943063122];residential;Quai de Lesseps;asphalt
40611322;40611322;[493187540, 493187539];primary;Avenue de l'Aquitaine;
40611327;40611327;[493202396, 6406843628, 6406843627, 493187541, 493187540];primary;Avenue de l'Aquitaine;asphalt
44960482;44960482;[6753623803, 570056479, 570056253];residential;Rue Albert Thomas;asphalt
44960497;44960497;[570056264, 8138542315, 8138542316, 8138542314, 6212829690, 8138542313, 6212829689, 570056330];residential;Chemin de Hamboum;asphalt
45019630;45019630;[254932622, 5810243747, 570760353, 570760355, 5810243746, 570760356];residential;Avenue Division Leclerc;
45425191;45425191;[570056299, 5641915885, 5641915881, 6212829701];residential;Rue Hélène Feillet;asphalt
45456375;45456375;[7003853474, 7003875556, 7003875562, 7003875563, 7590075013, 7003875564, 7590075014];service;Place du Réduit;asphalt
46760513;46760513;[597616222, 6147646006, 6147646007, 10143043257, 254951183];residential;Square Léo Pouzac;asphalt
49695415;49695415;[388382329, 254920704];living_street;Quai Dominique Roquebert;asphalt
49695416;49695416;[254053884, 255321728, 1801848709];residential;Quai Amiral Dubourdieu;asphalt
49695418;49695418;[388382303, 4109357222, 388382328];pedestrian;Rue Guilhamin;paving_stones
56178027;56178027;[704988991, 6015172773, 6015172772, 2024619984, 704988997, 2024619985, 704988998, 5926914304, 3660030339, 8989919409, 10757161618, 704988987];residential;Avenue Jean Molinié;asphalt
56178030;56178030;[704988994, 5602458351, 5602458350, 10757161615, 704988988];residential;Avenue Marie-Anne de Neubourg;asphalt
56178230;56178230;[704990065, 8989919410, 704990126, 704990124, 8989911121, 704990122];residential;Avenue Général Ducasse;asphalt
56178232;56178232;[704990043, 3554296003, 595783576];residential;Rue Jean-Delphin Alard;asphalt
56178233;56178233;[704990035, 704990034, 704990033, 704990032, 704990031, 704990039, 7462534761, 7462534760, 704990038, 704990052];living_street;Rue de Malledaille;asphalt
56178235;56178235;[595783483, 3554296004, 704990036, 6015172782, 6015172781, 704990053];residential;Rue Caroline Rimbert;asphalt
56178439;56178439;[595783496, 3658946931, 6015172986, 3658946933, 3658946932, 3658946930];residential;Rue Menigne Saube Le Bile;asphalt
56181561;56181561;[1722019575, 7040731291, 705013944];residential;Rue Sauveur Narbaitz;asphalt
56183873;56183873;[705032459, 705032455, 3569078794, 6015172991, 705032468];residential;Avenue Sous-Lieutenant Iribarne;asphalt
56291896;56291896;[706198529, 706198530];residential;Rue Haurena;asphalt
56291898;56291898;[706198536, 706198537];residential;;
56291900;56291900;[706198534, 706198535, 1879417868, 706198533];residential;;
56291909;56291909;[706198596, 706198554, 706198553];residential;Avenue Truc de Moy;
56291911;56291911;[706198555, 706198599];residential;Avenue Diesse;asphalt
56291913;56291913;[706198558, 3554296008, 706198557, 706198556, 706198555];residential;Avenue Toki Eder;asphalt
56291937;56291937;[706198602, 706198601];residential;Avenue des Tilleuls;asphalt
56300958;56300958;[706302159, 706302167];residential;Rue des Visitandines;
56300960;56300960;[706302148, 706302165, 597616411];pedestrian;Rue de Coursic;asphalt
56300962;56300962;[706302153, 706302146];pedestrian;Rue Charcutière;asphalt
56300963;56300963;[706302144, 2429841208, 706302138];pedestrian;Rue Pierre Lesca;asphalt
56300970;56300970;[706302243, 706302236];pedestrian;Rue du Jeu de Paume;paving_stones
56300973;56300973;[706302268, 6154744502, 706302504];residential;Rue Monseigneur François Lacroix;asphalt
56301383;56301383;[706311222, 706311282, 706311327, 706311284];residential;Impasse Poydenot;
57015647;57015647;[388382481, 4271484711, 2441529160, 2441529162, 388382483];service;Avenue Maréchal Leclerc;
57016148;57016148;[388189778, 1887243227, 1806155785, 1879458863];residential;Avenue du 11 Novembre 1918;asphalt
57016927;57016927;[597617167, 5494546564, 711684504, 10736102803, 1806149100];tertiary;Allée des Platanes;asphalt
57359593;57359593;[388189796, 6043901031, 712884540];residential;Rue de Gramont;asphalt
57868021;57868021;[717860502, 717860585];residential;Impasse Joseph Desarménien;asphalt
57868023;57868023;[717860464, 8992941282, 717860603];residential;Rue Cassaigne;asphalt
57868024;57868024;[717860600, 717860461];residential;Impasse du Chanteur Paulus;asphalt
57868025;57868025;[717860576, 6753609081, 6753609080, 717860593, 717860476, 717860508];residential;Cité Furtado;asphalt
57868026;57868026;[717860570, 717860491];residential;Impasse Paul Barroilhet;asphalt
57868027;57868027;[1830766532, 717860510];residential;Rue Vasserot;asphalt
57869095;57869095;[717877854, 8018185351, 717877793, 254935072];pedestrian;;asphalt
78628995;78628995;[706302159, 706302156];residential;Rue des Visitandines;asphalt
78629001;78629001;[257607977, 8231858770, 269248037];residential;Rue des Lisses;asphalt
80673589;80673589;[6290769331, 4504341856];pedestrian;Place Jeanne d'Albret;paving_stones
83162583;83162583;[967747793, 631661853];residential;Rue Saubiole;asphalt
83162584;83162584;[631661853, 7565795333, 7565795332, 4868225021, 4868223520];pedestrian;Quai des Corsaires;sett
115759568;115759568;[570056394, 1896521725, 8183916053, 7612334218, 7612334219, 3718606867, 1306938062];residential;Chemin de Hamboum;asphalt
133083437;133083437;[1464368283, 11980405124];pedestrian;Allée de la Poterne;paving_stones
133083438;133083438;[1464368282, 6256038965, 6256038967, 11980929390, 6256038966];footway;Allée de la Poterne;asphalt
143965438;143965438;[1575406417, 1575406425];secondary;Allées Marines;asphalt
143965439;143965439;[1575406425, 1722019552];secondary;Allées Marines;asphalt
143965442;143965442;[3651250502, 10708960724];secondary;Allées Marines;asphalt
151504737;151504737;[3362291617, 2441623384];pedestrian;Quai Amiral Antoine Sala;asphalt
155254575;155254575;[5464276907, 6212829705, 254935066];residential;Boulevard Jean d'Amou;asphalt
157266497;157266497;[1694774113, 7040731321, 10708960720, 704989001];secondary;Boulevard du BAB;asphalt
157266501;157266501;[254934853, 1829846427];pedestrian;Place de la République;asphalt
168274024;168274024;[1795586393, 1795586402, 6155693604, 1795586401];service;;asphalt
168274026;168274026;[718370071, 718370048];service;;
168293656;168293656;[1795808937, 1795808946];service;;
168293949;168293949;[1795814041, 6291465214, 1795814043];service;;
168310830;168310830;[1796016004, 1796016022, 1796016038, 1796016031, 1796016034];residential;Rue du Palais;asphalt
168310833;168310833;[1796016059, 1796016062];service;;
168310835;168310835;[1796016019, 1796016018];tertiary;Avenue Dubrocq;asphalt
168310840;168310840;[705032430, 1796016036, 1796016021, 1796016020, 1796016006];service;;
168452784;168452784;[7629117094, 1797141972, 4868369149, 1797141971];residential;Boulevard du Rempart Lachepaillet;asphalt
168453513;168453513;[1797148226, 1797148210, 1797148206, 1797148222, 1797148231];service;;asphalt
168456384;168456384;[1797187499, 1797187501];service;;
168458263;168458263;[1797196764, 1797196789];service;;asphalt
168458510;168458510;[1797205766, 1797205764, 1797205768, 3635462581, 3635462582, 3635462583, 1797205770, 1797205774, 1797205785, 1797205783, 3635462584, 3635462585, 3635462586, 3635462587, 255403509];residential;Giratoire du Bastion Royal;asphalt
168458513;168458513;[255403509, 5843897980, 255403510, 5843897979, 255403511];residential;Rue du Bastion Royal;asphalt
168459667;168459667;[1797215410, 5769950281, 5769950280, 6406843643, 1797215406, 1797215398];residential;Allée Rose des Vents;
168459673;168459673;[1806210315, 1797215416, 1797215411];residential;Impasse Gayon;asphalt
168461786;168461786;[1797242441, 5494661404, 1797242438, 1797242431, 3513549736, 5494661405, 1797242428, 1797242425];residential;Allée Martin de Barcos;asphalt
168463022;168463022;[1797271577, 1797271574, 1797271560];service;;
168463023;168463023;[1797271578, 1797271570, 1797271567];service;;
168953061;168953061;[1801329751, 1801329756];service;Place Paul Bert;asphalt
168953062;168953062;[1801329759, 6154744507, 1801329754, 6154744508, 1801329750];service;Place Paul Bert;asphalt
169009966;169009966;[388189759, 6043901033, 1801850120];residential;Rue Lormand;
169315385;169315385;[388382460, 11903420351];steps;Passage des Cacolets;sett
169316389;169316389;[1808592002, 12293559491, 1808592006];pedestrian;Passage des Menouns;asphalt
169316599;169316599;[1797271546, 5464276902, 1804849283];residential;Rue des Graouillats;
169320936;169320936;[1804905746, 1800874894];residential;Rue des Dominicaines;asphalt
169452836;169452836;[1806149110, 1806149106, 5494546560, 5494546562, 6583692170, 597617167];tertiary;Rue Pelletier;asphalt
169452838;169452838;[1806149118, 3580232893, 1806149147, 1806149139, 1806149148];service;Place de l'Arsenal;asphalt
169454701;169454701;[255402704, 7593381782, 3087294868, 6543631622, 254053887, 2013030570, 7593381781, 254053884];secondary;Place de la Liberté;asphalt
169456098;169456098;[1806175487, 1806175537];residential;Place Manuel Castiella;
169456102;169456102;[1806175486, 1806175417];unclassified;Rue André Joseau;
171918663;171918663;[1828784578, 1828784585];residential;Rue Aristides de Sousa Mendes;sett
171918666;171918666;[388496642, 5484528636, 1797148157, 5484528635, 1797148153, 254522025, 254522026];primary;Avenue André Grimard;asphalt
172034639;172034639;[6707433889, 12685035976, 12685035979, 12685035981];residential;Allée Marcel Suarès;asphalt
172034642;172034642;[1829836638, 3150254904, 255321840];residential;Rue Aristide Briand;asphalt
172035331;172035331;[1829852865, 1829852867];pedestrian;Rue du Couvent;asphalt
172035339;172035339;[254934854, 1829852857];pedestrian;Rue du Moulin;asphalt
172035341;172035341;[3150254925, 4867754105, 1829846411];residential;Rue du Canal;asphalt
172035342;172035342;[2216543248, 6155693635, 3150255632];pedestrian;Passage Sainte-Catherine;asphalt
172156044;172156044;[1830939768, 1830939780, 5641466797, 1830939775, 5641466796, 1830939762, 1830939798, 1830939781, 6943063123, 1830939789];path;;asphalt
172156045;172156045;[4867744982, 6943063128, 1830939786, 1830939812, 1830939800, 6943063127, 1830939790, 6943063126, 1830939782, 1830939785, 1830939816, 1830939813, 1830939795, 1830939811, 6943063125, 1830939783];cycleway;;asphalt
172156048;172156048;[1830939801, 5473696721, 1830939789];path;;asphalt
172156049;172156049;[1830939768, 1830939764];path;;paving_stones
172159472;172159472;[4865716983, 9676875547, 6943063144, 388190684, 6943063143, 388190685, 2394912427, 388190686, 6943063142, 388190687, 6943063141, 388190688, 388190689, 388190690, 6943063140, 388190691, 6943063139, 2394912426, 388190664, 388190665, 2394912424, 6943063138, 388190666, 6943063137, 3368086465];unclassified;Chemin de Saint-Bernard;asphalt
172159482;172159482;[476450958, 1694774210, 6223235982, 5473754798, 476450904, 5473754797, 1694774200, 476450963, 5473754799, 5473754800, 476450902, 5473754801, 5473754802, 476450900, 5473754790, 9424014781, 5473754791, 476450898];unclassified;Chemin de Hausses;asphalt
172166052;172166052;[583673631, 1831031367, 6017466156, 6017466159, 6017466160, 1831031429, 6017466163, 6684762595, 6017441438, 1831031431];residential;Rue Général Eugène Bouet;asphalt
172169643;172169643;[1831045180, 1831045075, 1831045198, 1831045146];residential;Cité Madim;
172169645;172169645;[9505310289, 10117138287, 1831045233, 1831045157, 1831045237, 1831045267, 9679735265];residential;Rue de la Gendarmerie;
173197235;173197235;[718368634, 8294396069, 718368618, 718369016];tertiary;Avenue Paul Pras;
175762482;175762482;[1830939783, 6943063124];path;;asphalt
176030865;176030865;[255402680, 8241027403, 388189693];residential;Rue Lormand;asphalt
176030866;176030866;[388189693, 12589766096, 388189759];residential;Rue Lormand;
177518054;177518054;[493976051, 1879402996, 5824252292, 1879402993, 1879402987];residential;Rue de Chérubin;
177518056;177518056;[493976025, 4109924480, 3762375782, 4109924479, 1879402989, 1879402988];residential;Allée du Grand Paradis;
177519438;177519438;[4323212070, 4323212069];service;;
177519439;177519439;[1879417843, 1879417950, 1879417831];service;;
177524107;177524107;[1879458824, 1879458828, 1879458849, 1879458803, 1879458819];footway;;
177524109;177524109;[1879458852, 7593100785, 7593050984, 7593050983, 7593050982];service;Parc de Stationnement des Glacis;asphalt
178361778;178361778;[848725721, 8870053973];footway;;asphalt
178483178;178483178;[1888303662, 1888303671];footway;;
178483184;178483184;[7667113678, 1888303673, 1888303653];footway;;compacted
178483191;178483191;[6480663689, 1888303637, 1888303683, 1888303631];footway;;
178483193;178483193;[1888303662, 9014830003, 1888303623];footway;;
178486555;178486555;[1888318068, 1888318081];service;;
179311116;179311116;[9651596704, 9651596705, 9651596706, 9651596707, 9651596708, 9651596709, 9652107074, 9651596710, 9651596711, 1896531762, 1896531791, 1896531852, 1896531825, 9651596716, 1896531765];footway;;
191900114;191900114;[595783483, 6015172780, 705032439];residential;Impasse Sous-Lieutenant de Resseguier;
203139393;203139393;[476450956, 7040731331, 476450955];secondary;Allées Marines;asphalt
203171841;203171841;[1797181387, 7352104708];residential;Rue Frédéric Bastiat;asphalt
203380949;203380949;[595783555, 2623391535];tertiary;Avenue de la Légion Tchèque;asphalt
203411717;203411717;[1831031436, 2134224929, 1831045182];footway;;
211683467;211683467;[2216543249, 2216543248];pedestrian;Passage Sainte-Catherine;asphalt
211683468;211683468;[1829852869, 2216543249];pedestrian;Passage Sainte-Catherine;asphalt
219071771;219071771;[2282793940, 2282793943];service;;asphalt
219071772;219071772;[2282793947, 3563704693, 2282793946, 6406843644, 2282793945, 2282793943];service;;
219709465;219709465;[2288482707, 2288482709, 5484526676, 2288482713, 5484526683, 2288482725, 5484526682, 2288482726, 5484526681, 2288482727, 5484526680, 2288482728, 5484526679, 2288482730, 5484526678, 2288482732, 2288482735, 2288482736, 2288482739, 2288482743, 5484526677, 11070857173, 2288482744];path;;
219709466;219709466;[2288482741, 2288482740];steps;;
219709467;219709467;[2288482717, 2288482718];path;;asphalt
219709469;219709469;[255403501, 3585228462, 2288482671, 2288482672];path;;gravel
219709471;219709471;[2288482677, 2288482678, 8669094748, 2288482687, 7191486219];path;;gravel
219709473;219709473;[2288482740, 5484526706, 2288482738, 5484526705, 2288482737, 2288482734, 8669039493, 2288482731, 2288482729, 11070857171, 11070857172, 8669023266, 2288482722];path;;gravel
219951392;219951392;[388189693, 1865914219];service;Rue Albert 1er;
227628624;227628624;[6930121452, 1806155813];unclassified;Avenue Maréchal de Lautrec;wood
227649021;227649021;[2305313135, 2305313136, 1236256612];service;;asphalt
227649022;227649022;[1829823617, 255402215];pedestrian;Place des Cinq Cantons;paving_stones
227649023;227649023;[10929143691, 862896785, 10929143693, 388382293];pedestrian;Place Louis Pasteur;paving_stones
227649024;227649024;[388382241, 8254499981];living_street;Rue Adolphe Thiers;concrete:plates
227649026;227649026;[7629117096, 1797141973, 2436291977, 1797141974];residential;Boulevard du Rempart Lachepaillet;asphalt
227649029;227649029;[388382470, 1797148277, 7593276258, 1827160769];tertiary;Avenue de Pampelune;asphalt
227649031;227649031;[10929143691, 269247895];pedestrian;Place Louis Pasteur;sett
230352078;230352078;[364415670, 12685035975, 7003820163, 1829846409, 6155693625, 597616059];secondary;Place de la République;asphalt
234860399;234860399;[3513549749, 254920705];residential;Pont Marengo;asphalt
235576777;235576777;[2436291984, 2436291985];steps;;asphalt
235576780;235576780;[2436291989, 2436291992];steps;;asphalt
235576781;235576781;[2436291986, 2436291991];footway;;concrete
235576782;235576782;[2436291978, 2436291973];steps;;paving_stones
235735848;235735848;[8870053992, 2437908724, 2437908725, 8870053991, 2437908722, 2437908721, 1887243058];footway;;
236080627;236080627;[388382293, 2441501535, 2441501524];pedestrian;Place Louis Pasteur;paving_stones
236080629;236080629;[388382337, 6583692161, 2441501518];residential;Rue des Prébendés;sett
236097601;236097601;[2441623457, 4867744968, 4867744967, 2441623447];residential;Rue Sainte-Ursule;asphalt
236097604;236097604;[2441623394, 2441623396];service;;paved
236097605;236097605;[2441623435, 751512613];service;;asphalt
242794576;242794576;[255402215, 1829826279];pedestrian;Place des Cinq Cantons;paving_stones
255466350;255466350;[2611523786, 2611523787, 2611523788, 2611523789, 2611523790, 2611523792, 2611523794, 2611523801, 2611523807, 2611523811, 2611523816, 2611523819, 7606578902, 2611523823, 2611523825, 2611523827, 2779737062, 11980405122];path;Allée Catherine de Bourbon;ground
255466351;255466351;[2611523777, 5480525921, 2611523781];service;;asphalt
255466352;255466352;[2611523776, 2611523779];service;;asphalt
255466354;255466354;[1806155780, 4868369136, 2611523782, 2611523784, 2611523785, 2611523783];service;;asphalt
255466355;255466355;[2611523809, 2611523815, 2611523817, 2611523821, 1806155809];path;;ground
302587185;302587185;[1879458841, 5838085377, 1879458823, 6230992616, 3068354816, 2437908723];cycleway;;
302587810;302587810;[3068359379, 5824252293, 5824252294, 3068359377, 5824252295, 3068359376, 3068359378];service;;
309692285;309692285;[254933310, 717860603];residential;Rue Brigadier Muscar;asphalt
309692287;309692287;[255322428, 4868225031, 4868225033, 2388636970, 577898260];residential;Rue de l'Esté;asphalt
309692288;309692288;[8118376334, 8118376331, 255322838];residential;Place de la République;
309692289;309692289;[8118376334, 3150254928, 3150254925];service;;asphalt
309698473;309698473;[7003820156, 7003875548, 254934853];residential;Place de la République;asphalt
309698474;309698474;[2441623381, 2441623384];pedestrian;Quai Amiral Antoine Sala;asphalt
309705445;309705445;[255403497, 3150381454, 401332553];secondary;Rue Gustave Eiffel;asphalt
318376781;318376781;[3247798523, 3247798525, 3247798524, 3247798517, 3247798507, 3247798518, 3247798516, 3247798510, 3247798511, 3247798513, 3247798515, 3247798528];service;;
334518304;334518304;[3415990293, 7602110406, 942115343, 942115345, 12391348928, 7602110407];residential;Rue du Foirail;asphalt
334822850;334822850;[3419371493, 3419371491];service;;
334822853;334822853;[3419371497, 3419371493];service;;
334823174;334823174;[3419374036, 3419374035, 3419374037];service;;
334823775;334823775;[3419380402, 3419380409, 3419380407, 3419380397];service;;asphalt
334824964;334824964;[3419391596, 3419391595, 6207916019, 3419391594, 3419391593, 6207916020, 1428798261];residential;Allée de Ligny;asphalt
336394411;336394411;[3434342813, 3434342807];service;;asphalt
344604936;344604936;[388487692, 11894256608, 3513549749];residential;Pont Marengo;asphalt
350624187;350624187;[3563710436, 7593196344, 7593196347, 7593196345, 3563710442, 8792418551];service;;asphalt
352268459;352268459;[3580226494, 3580226493];residential;Rue de la Caserne des Douanes;
352269417;352269417;[4117139168, 9573469335, 10760443727, 3580236321, 3580236326, 3580236323, 3580236324, 3580236329, 3580236322, 5484528522, 3580236328, 5484528523, 4117156040];residential;Allée Porteteny;
352752564;352752564;[5107190982, 5107190981, 5107190980, 6212831417, 6212831418, 5107190986];service;;asphalt
352752567;352752567;[7635953826, 7635953824, 7635953825, 3585264929, 7612334189, 3585264910, 254941296];footway;Chemin de Mérignac;asphalt
352753577;352753577;[3585278130, 3585278122];steps;;
352753578;352753578;[3585278126, 3585278124, 3585278127];steps;;paving_stones
358502874;358502874;[3634129039, 3634129038, 3068358958];residential;;asphalt
358502875;358502875;[254522026, 5484528643, 1879458807, 1879458822, 5484528639, 1879458817, 5484528638, 5484528642, 1879458799];primary_link;Avenue Docteur Léon Moynac;asphalt
358502877;358502877;[3634129046, 5484528656, 5484528655, 5484528665, 5484528666, 255403503];primary_link;Avenue de l'Aquitaine;asphalt
360608809;360608809;[2024609918, 6285609913];secondary;Allées Marines;asphalt
360758510;360758510;[3653092001, 8995542263, 4868225036, 3653092000];residential;Rue Ulysse Darracq;asphalt
360758512;360758512;[255322428, 4868225034, 10702872566];secondary;Boulevard Alsace-Lorraine;asphalt
360781873;360781873;[1829836630, 3055063751, 1829836652];residential;Quai Amiral Bergeret;asphalt
361380102;361380102;[5480072150, 3658634699];steps;;
361380314;361380314;[10180877519, 6256074797, 6256074798, 3455390036, 6256074799, 3455390040, 3488805794, 6256074800, 4319163697, 3455390038, 5480137269, 6256074801, 3488805793, 5480137270, 5480072145];cycleway;Pont Charles Vaillant;
361554059;361554059;[3563697928, 9573469347, 3563697926, 3563697927, 1797215397];footway;;asphalt
362615767;362615767;[3668881525, 3668881327];footway;;
362616109;362616109;[5487050098, 3668883570, 11302099125, 4868366902];footway;Square Chanoine Dubarat;
364633961;364633961;[7003820156, 3686722552, 3686722549, 7003820161, 6139237288];secondary;Place de la République;asphalt
366017979;366017979;[1829836630, 3055063727, 8835995477, 1829836623, 3055063732, 3055063754, 4625128436];residential;Quai Amiral Bergeret;asphalt
369334082;369334082;[388190670, 5480086166, 5480086167, 3731331221];unclassified;Chemin de Saint-Bernard;asphalt
369334083;369334083;[3731331222, 5480086169, 5480086168, 3731331223, 388190670];unclassified;Chemin de Saint-Bernard;asphalt
369415574;369415574;[3732064414, 254053907];footway;;asphalt
369415575;369415575;[3732064423, 1840379703];footway;;asphalt
369428247;369428247;[254052456, 1575406417];secondary;Allées Marines;asphalt
369571626;369571626;[2133890183, 254950957, 3733474552, 5484528536];footway;;asphalt
369574261;369574261;[476283464, 7695786526, 476283465];residential;Rue René Cuzacq;
370039825;370039825;[3668881327, 7629134859];footway;;paved
372462717;372462717;[3760192374, 3760192375];footway;;asphalt
374540278;374540278;[3779363398, 3779363389, 3779363387];service;;
376365811;376365811;[718368644, 3798028390, 3798028397, 5484526641, 3798028395, 3798028389];footway;;
376365812;376365812;[3798028398, 1879458861, 3798028396, 7629121315, 7629121309, 7629121314, 7629121313, 7629121312, 7629121311, 7629121310, 7629121309];service;;
388220573;388220573;[3914390170, 3914389617];service;;
388220827;388220827;[3914390170, 5784888923];service;;asphalt
388269485;388269485;[3914828514, 3914828521, 3914828523, 3914828530, 3914828519];footway;;asphalt
388271277;388271277;[3914844127, 12060765993, 3554296026, 3554296007, 3914844126];footway;;paving_stones
398735986;398735986;[4014812159, 6290764014, 2288482744];pedestrian;Chemin de Mousserolles;asphalt
398735988;398735988;[4014812160, 4014812159];pedestrian;Chemin de Mousserolles;asphalt
398737730;398737730;[4014824970, 3668881325];footway;;
398737980;398737980;[8792418550, 7593050975, 4014838846, 4014831785, 4014836493];service;;asphalt
398738187;398738187;[3563710433, 3563710155, 1806155820];service;;asphalt
398738423;398738423;[4014836498, 4014836501];service;;
398738424;398738424;[4014836497, 4014836495, 4014836494, 4014836493];service;;asphalt
398738425;398738425;[3563710433, 4014836500, 4014836496];service;;
398738426;398738426;[4014836493, 4014836499];service;;asphalt
398740001;398740001;[4014853240, 4014853243, 4014853234, 4014853237];steps;;concrete
406461623;406461623;[3733474551, 5484528545, 5484528543];footway;;
409045432;409045432;[4109357221, 6036202599];pedestrian;Rue des Augustins;asphalt
409045434;409045434;[388382274, 388382278];pedestrian;Ruelle Port-Neuf;
409049617;409049617;[1801329759, 1801329760, 11145782836, 1801329761];service;Place Paul Bert;asphalt
409051986;409051986;[712884540, 388382245, 6043901030, 6043901027];residential;Rue de Gramont;asphalt
409051987;409051987;[3150254925, 4867754104, 1829852854];residential;Rue du Canal;asphalt
409051989;409051989;[1829846423, 3150254923, 2388636969, 577898260];residential;Rue de Belfort;asphalt
409052827;409052827;[1829846383, 3055063733, 3055063737, 1829836626, 3055063730, 4625128436];residential;Quai Amiral Bergeret;asphalt
409052828;409052828;[1829846383, 3055063724, 3055063759, 1804863268, 3055063755, 254951317];residential;Quai Amiral Bergeret;asphalt
410047263;410047263;[4119107467, 4119107468, 4119117307, 12369748971, 12369748970, 4119107469];service;;asphalt
